Société "Date de création OMS" "Numéro de commande" "Version" "Statut "
01 "2020-11-25 15:06:02" C01/QEY797 2020-11-25-14.52.38.803000 400
01 "2020-11-25 15:06:02" C01/QEY805 2020-11-25-14.52.39.234000 1100
01 "2020-11-25 15:06:02" C01/QEY807A 2020-11-25-14.52.39.389000 3000
01 "2020-11-25 15:06:02" C01/QEY820 2020-11-25-14.52.39.481000 1100
01 "2020-11-25 15:06:02" C01/QEY825 2020-11-25-14.52.39.535000 1100
01 "2020-11-25 15:06:02" C01/QEY833 2020-11-25-14.52.39.630000 1100
01 "2020-11-25 15:06:02" C01/QEY846 2020-11-25-14.52.39.736000 1100
01 "2020-11-25 15:06:03" C01/QEY848 2020-11-25-14.52.39.824000 1100
01 "2020-11-25 15:06:03" C01/QEY849 2020-11-25-14.52.39.906000 3000
01 "2020-11-25 15:06:03" C01/QEY850 2020-11-25-14.52.39.994000 1100
01 "2020-11-25 15:06:03" C01/QEY851 2020-11-25-14.52.40.124000 1100
01 "2020-11-25 15:06:03" C01/QEY857 2020-11-25-14.52.40.261000 1100
01 "2020-11-25 15:06:03" C01/QEY861 2020-11-25-14.52.40.403000 1100
01 "2020-11-25 15:10:00" C01/QEY863 2020-11-25-14.52.40.541000 4000
01 "2020-11-25 15:06:03" C01/QEY868 2020-11-25-14.52.40.608000 1100
01 "2020-11-25 15:06:03" C01/QCV975A 2020-11-25-14.55.56.019000 1100
01 "2020-11-25 15:06:03" C01/QEX977 2020-11-25-14.55.56.162000 3000
01 "2020-11-25 15:06:03" C01/QEY798 2020-11-25-14.55.56.298000 400
01 "2020-11-25 15:06:03" C01/QEY799 2020-11-25-14.55.56.346000 400
01 "2020-11-25 15:06:03" C01/QEY800 2020-11-25-14.55.56.391000 400
01 "2020-11-25 15:06:03" C01/QEY877 2020-11-25-14.55.56.502000 3000
01 "2020-11-25 15:06:03" C01/QEY880 2020-11-25-14.55.56.589000 1100
01 "2020-11-25 15:06:04" C01/QEY887A 2020-11-25-14.55.56.717000 1100
01 "2020-11-25 15:06:04" C01/QEY889 2020-11-25-14.55.56.840000 1100
01 "2020-11-25 15:06:04" C01/QEY897 2020-11-25-14.55.56.918000 1100
01 "2020-11-25 15:06:04" C01/QEY898 2020-11-25-14.55.57.021000 1100
01 "2020-11-25 15:06:04" C01/QEY900 2020-11-25-14.55.57.089000 1100
01 "2020-11-25 15:06:04" C01/QEY902 2020-11-25-14.55.57.160000 3000
01 "2020-11-25 15:06:04" C01/QEY910 2020-11-25-14.55.57.227000 400
01 "2020-11-25 15:06:04" C01/QEY923 2020-11-25-14.55.57.289000 1100
01 "2020-11-25 15:06:04" C01/QEY924 2020-11-25-14.55.57.357000 1100
01 "2020-11-25 15:11:00" C01/QEY801 2020-11-25-14.59.12.897000 400
01 "2020-11-25 15:11:00" C01/QEY802 2020-11-25-14.59.13.014000 400
01 "2020-11-25 15:11:00" C01/QEY938 2020-11-25-14.59.13.065000 1100
01 "2020-11-25 15:11:01" C01/QEY940 2020-11-25-14.59.13.108000 1100
01 "2020-11-25 15:11:01" C01/QEY954 2020-11-25-14.59.13.150000 1100
01 "2020-11-25 15:11:01" C01/QEY955 2020-11-25-14.59.13.223000 3000
01 "2020-11-25 15:11:01" C01/QEY956 2020-11-25-14.59.13.365000 3000
01 "2020-11-25 15:11:01" C01/QEY956A 2020-11-25-14.59.13.474000 400
01 "2020-11-25 15:11:01" C01/QEY961 2020-11-25-14.59.13.521000 1100
01 "2020-11-25 15:11:01" C01/QEY965 2020-11-25-14.59.13.578000 1100
01 "2020-11-25 15:11:01" C01/QEY971 2020-11-25-14.59.13.637000 400
01 "2020-11-25 15:11:01" C01/QEY979 2020-11-25-14.59.13.693000 1100
01 "2020-11-25 15:11:01" C01/QEY980 2020-11-25-14.59.13.750000 1100
01 "2020-11-25 15:11:00" C01/NDK148P 2020-11-25-15.02.28.992000 400
01 "2020-11-25 15:11:00" C01/NDK148Q 2020-11-25-15.02.29.127000 400
01 "2020-11-25 15:11:00" C01/NDK148R 2020-11-25-15.02.29.172000 400
01 "2020-11-25 15:11:00" C01/PMB146 2020-11-25-15.02.29.249000 3000
01 "2020-11-25 15:11:00" C01/QET455 2020-11-25-15.02.30.012000 400
01 "2020-11-25 15:11:01" C01/QEY983 2020-11-25-15.02.30.070000 3000
01 "2020-11-25 15:11:01" C01/QEY997 2020-11-25-15.02.30.153000 3000
01 "2020-11-25 15:11:01" C01/QEZ023 2020-11-25-15.02.30.251000 1100
01 "2020-11-25 15:11:01" C01/QEZ025 2020-11-25-15.02.30.342000 1100
01 "2020-11-25 15:11:01" C01/QEZ030 2020-11-25-15.02.30.428000 3000
01 "2020-11-25 15:11:01" C01/QEZ032 2020-11-25-15.02.30.487000 1100
01 "2020-11-25 15:11:01" C01/QEZ033 2020-11-25-15.02.30.519000 1100
01 "2020-11-25 15:11:01" C01/QEZ038 2020-11-25-15.02.30.596000 1100
01 "2020-11-25 15:11:01" C01/QEZ048 2020-11-25-15.02.30.627000 1100
01 "2020-11-25 15:11:01" C01/QEZ049 2020-11-25-15.02.30.687000 3000
01 "2020-11-25 15:16:00" C01/QEN065 2020-11-25-15.05.45.990000 900
01 "2020-11-25 15:16:00" C01/QEN065C 2020-11-25-15.05.46.076000 400
01 "2020-11-25 15:16:00" C01/QEZ056 2020-11-25-15.05.46.376000 1100
01 "2020-11-25 15:16:00" C01/QEZ059 2020-11-25-15.05.46.430000 4000
01 "2020-11-25 15:16:01" C01/QEZ061 2020-11-25-15.05.46.479000 1100
01 "2020-11-25 15:16:01" C01/QEZ079 2020-11-25-15.05.46.872000 1100
01 "2020-11-25 15:16:01" C01/QEZ096 2020-11-25-15.05.46.913000 1100
01 "2020-11-25 15:16:01" C01/QEZ099 2020-11-25-15.05.46.952000 400
01 "2020-11-25 15:16:01" C01/QEZ103 2020-11-25-15.05.46.991000 3000
01 "2020-11-25 15:16:01" C01/QEZ105 2020-11-25-15.05.47.037000 1100
01 "2020-11-25 15:21:00" C01/QEZ064 2020-11-25-15.09.02.797000 400
01 "2020-11-25 15:21:00" C01/QEZ113 2020-11-25-15.09.02.989000 400
01 "2020-11-25 15:21:00" C01/QEZ130 2020-11-25-15.09.03.117000 1100
01 "2020-11-25 15:21:00" C01/QEZ131 2020-11-25-15.09.03.251000 1100
01 "2020-11-25 15:21:00" C01/QEZ140 2020-11-25-15.09.03.340000 3000
01 "2020-11-25 15:21:01" C01/QEZ143 2020-11-25-15.09.03.441000 1100
01 "2020-11-25 15:25:11" C01/QEZ144 2020-11-25-15.09.03.529000 4000
01 "2020-11-25 15:21:01" C01/QEZ145 2020-11-25-15.09.03.594000 1100
01 "2020-11-25 15:21:01" C01/QEZ148 2020-11-25-15.09.03.683000 1100
01 "2020-11-25 15:21:01" C01/QEZ154 2020-11-25-15.09.03.819000 3000
01 "2020-11-25 15:21:01" C01/QEZ159 2020-11-25-15.09.03.952000 1100
01 "2020-11-25 15:21:01" C01/QEZ163 2020-11-25-15.09.04.034000 1100
01 "2020-11-25 15:21:01" C01/QEZ168 2020-11-25-15.09.04.073000 400
01 "2020-11-25 15:21:01" C01/NNX473 2020-11-25-15.12.19.544000 400
01 "2020-11-25 15:21:01" C01/QDS836 2020-11-25-15.12.20.162000 400
01 "2020-11-25 15:21:01" C01/QDS888 2020-11-25-15.12.20.229000 400
01 "2020-11-25 15:21:01" C01/QDS924 2020-11-25-15.12.20.304000 400
01 "2020-11-25 15:21:01" C01/QDT059 2020-11-25-15.12.20.357000 400
01 "2020-11-25 15:21:01" C01/QDT138 2020-11-25-15.12.20.418000 400
01 "2020-11-25 15:21:01" C01/QEZ067 2020-11-25-15.12.20.545000 400
01 "2020-11-25 15:21:01" C01/QEZ068 2020-11-25-15.12.20.638000 400
01 "2020-11-25 15:21:01" C01/QEZ172 2020-11-25-15.12.20.799000 1100
01 "2020-11-25 15:21:01" C01/QEZ185 2020-11-25-15.12.20.943000 400
01 "2020-11-25 15:21:01" C01/QEZ186 2020-11-25-15.12.21.032000 3000
01 "2020-11-25 15:21:01" C01/QEZ189 2020-11-25-15.12.21.163000 1100
01 "2020-11-25 15:21:02" C01/QEZ190A 2020-11-25-15.12.21.267000 400
01 "2020-11-25 15:21:02" C01/QEZ190B 2020-11-25-15.12.21.307000 400
01 "2020-11-25 15:21:02" C01/QEZ196 2020-11-25-15.12.21.404000 3000
01 "2020-11-25 15:21:02" C01/QEZ197 2020-11-25-15.12.21.543000 1100
01 "2020-11-25 15:21:02" C01/QEZ203 2020-11-25-15.12.21.671000 3000
01 "2020-11-25 15:21:02" C01/QEZ203A 2020-11-25-15.12.21.761000 400
01 "2020-11-25 15:21:02" C01/QEZ206B 2020-11-25-15.12.21.882000 400
01 "2020-11-25 15:21:02" C01/QEZ206C 2020-11-25-15.12.21.933000 400
01 "2020-11-25 15:21:02" C01/QEZ220 2020-11-25-15.12.22.016000 400
01 "2020-11-25 15:21:02" C01/QEZ227 2020-11-25-15.12.22.101000 3000
01 "2020-11-25 15:21:02" C01/QEZ230 2020-11-25-15.12.22.194000 400
01 "2020-11-25 15:21:02" C01/QEZ231A 2020-11-25-15.12.22.287000 400
01 "2020-11-25 15:21:02" C01/QEZ233 2020-11-25-15.12.22.326000 1100
01 "2020-11-25 15:21:02" C01/QEZ239 2020-11-25-15.12.22.365000 400
01 "2020-11-25 15:31:01" C01/QEZ069 2020-11-25-15.15.37.968000 400
01 "2020-11-25 15:31:01" C01/QEZ070 2020-11-25-15.15.38.037000 400
01 "2020-11-25 15:31:01" C01/QEZ071 2020-11-25-15.15.38.091000 400
01 "2020-11-25 15:31:01" C01/QEZ255 2020-11-25-15.15.38.154000 900
01 "2020-11-25 15:31:01" C01/QEZ278 2020-11-25-15.15.38.208000 1100
01 "2020-11-25 15:31:01" C01/QEZ284 2020-11-25-15.15.38.377000 1100
01 "2020-11-25 15:31:01" C01/QEZ296 2020-11-25-15.15.38.537000 1100
01 "2020-11-25 15:31:01" C01/QEZ297 2020-11-25-15.15.38.682000 400
01 "2020-11-25 15:31:01" C01/QEZ297A 2020-11-25-15.15.38.726000 400
01 "2020-11-25 15:31:01" C01/QEZ299 2020-11-25-15.15.38.777000 400
01 "2020-11-25 15:31:01" C01/QEZ300 2020-11-25-15.15.38.831000 400
01 "2020-11-25 15:31:01" C01/QEZ305 2020-11-25-15.15.38.882000 1100
01 "2020-11-25 15:31:01" C01/QEZ285 2020-11-25-15.18.54.592000 400
01 "2020-11-25 15:31:01" C01/QEZ285A 2020-11-25-15.18.54.700000 400
01 "2020-11-25 15:31:01" C01/QEZ285B 2020-11-25-15.18.54.742000 400
01 "2020-11-25 15:31:01" C01/QEZ294 2020-11-25-15.18.54.852000 1100
01 "2020-11-25 15:31:01" C01/QEZ316 2020-11-25-15.18.54.957000 1100
01 "2020-11-25 15:31:02" C01/QEZ316A 2020-11-25-15.18.55.006000 400
01 "2020-11-25 15:31:02" C01/QEZ324 2020-11-25-15.18.55.048000 1100
01 "2020-11-25 15:31:02" C01/QEZ329 2020-11-25-15.18.55.163000 3000
01 "2020-11-25 15:31:02" C01/QEZ330 2020-11-25-15.18.55.256000 400
01 "2020-11-25 15:31:02" C01/QEZ330A 2020-11-25-15.18.55.318000 400
01 "2020-11-25 15:31:02" C01/QEZ330B 2020-11-25-15.18.55.371000 400
01 "2020-11-25 15:36:01" C01/JZH609 2020-11-25-15.22.10.883000 400
01 "2020-11-25 15:36:01" C01/PLZ002B 2020-11-25-15.22.11.155000 400
01 "2020-11-25 15:36:01" C01/QCU478D 2020-11-25-15.22.11.255000 400
01 "2020-11-25 15:36:01" C01/QCU681D 2020-11-25-15.22.11.324000 400
01 "2020-11-25 15:36:02" C01/QDA466A 2020-11-25-15.22.11.379000 400
01 "2020-11-25 15:36:02" C01/QDE634 2020-11-25-15.22.11.458000 400
01 "2020-11-25 15:36:02" C01/QDH850D 2020-11-25-15.22.11.537000 400
01 "2020-11-25 15:36:02" C01/QDJ034F 2020-11-25-15.22.11.614000 400
01 "2020-11-25 15:36:02" C01/QDJ049 2020-11-25-15.22.11.683000 400
01 "2020-11-25 15:36:02" C01/QDJ502A 2020-11-25-15.22.11.733000 400
01 "2020-11-25 15:36:02" C01/QDJ502B 2020-11-25-15.22.11.791000 400
01 "2020-11-25 15:36:02" C01/QDK355C 2020-11-25-15.22.11.836000 400
01 "2020-11-25 15:36:02" C01/QDK818A 2020-11-25-15.22.11.892000 400
01 "2020-11-25 15:36:02" C01/QDM438B 2020-11-25-15.22.11.951000 400
01 "2020-11-25 15:36:02" C01/QDM972A 2020-11-25-15.22.12.142000 400
01 "2020-11-25 15:36:02" C01/QDN594B 2020-11-25-15.22.12.214000 400
01 "2020-11-25 15:36:02" C01/QDN594C 2020-11-25-15.22.12.275000 400
01 "2020-11-25 15:36:02" C01/QDP221 2020-11-25-15.22.12.329000 400
01 "2020-11-25 15:36:02" C01/QDR819A 2020-11-25-15.22.12.386000 400
01 "2020-11-25 15:36:02" C01/QDS371A 2020-11-25-15.22.12.443000 400
01 "2020-11-25 15:36:02" C01/QDT983A 2020-11-25-15.22.12.505000 4000
01 "2020-11-25 15:36:03" C01/QDV833A 2020-11-25-15.22.12.642000 400
01 "2020-11-25 15:36:03" C01/QDX004 2020-11-25-15.22.12.701000 400
01 "2020-11-25 15:36:03" C01/QDY590B 2020-11-25-15.22.12.767000 400
01 "2020-11-25 15:36:03" C01/QDY590D 2020-11-25-15.22.12.828000 400
01 "2020-11-25 15:36:03" C01/QDZ638A 2020-11-25-15.22.12.873000 900
01 "2020-11-25 15:36:03" C01/QEH702 2020-11-25-15.22.13.014000 400
01 "2020-11-25 15:36:03" C01/QEJ086D 2020-11-25-15.22.13.078000 400
01 "2020-11-25 15:36:03" C01/QEJ181 2020-11-25-15.22.13.148000 400
01 "2020-11-25 15:36:03" C01/QEJ475 2020-11-25-15.22.13.210000 400
01 "2020-11-25 15:36:03" C01/QEJ886 2020-11-25-15.22.13.284000 400
01 "2020-11-25 15:36:03" C01/QEJ966 2020-11-25-15.22.13.349000 400
01 "2020-11-25 15:36:03" C01/QEM542A 2020-11-25-15.22.13.418000 400
01 "2020-11-25 15:36:03" C01/QEN887 2020-11-25-15.22.13.507000 400
01 "2020-11-25 15:36:03" C01/QEP277 2020-11-25-15.22.13.583000 400
01 "2020-11-25 15:36:03" C01/QES093B 2020-11-25-15.22.13.670000 400
01 "2020-11-25 15:36:04" C01/QEU282 2020-11-25-15.22.13.783000 400
01 "2020-11-25 15:36:04" C01/QEV127A 2020-11-25-15.22.13.891000 400
01 "2020-11-25 15:36:04" C01/QEV541B 2020-11-25-15.22.13.965000 400
01 "2020-11-25 15:36:04" C01/QEV541C 2020-11-25-15.22.14.061000 400
01 "2020-11-25 15:36:04" C01/QEW503A 2020-11-25-15.22.14.113000 400
01 "2020-11-25 15:36:04" C01/QEY853 2020-11-25-15.22.14.208000 400
01 "2020-11-25 15:36:04" C01/QEY887 2020-11-25-15.22.14.271000 400
01 "2020-11-25 15:36:04" C01/QEZ231 2020-11-25-15.22.14.363000 400
01 "2020-11-25 15:36:04" C01/QEZ387 2020-11-25-15.22.14.565000 1100
01 "2020-11-25 15:36:04" C01/QEZ388 2020-11-25-15.22.14.721000 1100
01 "2020-11-25 15:36:04" C01/QEZ389 2020-11-25-15.22.14.831000 400
01 "2020-11-25 15:36:04" C01/QEZ394 2020-11-25-15.22.14.872000 1100
01 "2020-11-25 15:41:00" C01/JZH609D 2020-11-25-15.25.30.443000 400
01 "2020-11-25 15:41:00" C01/PPA015 2020-11-25-15.25.30.654000 1100
01 "2020-11-25 15:41:00" C01/PPQ144 2020-11-25-15.25.30.902000 1100
01 "2020-11-25 15:41:01" C01/QDM912 2020-11-25-15.25.31.450000 1100
01 "2020-11-25 15:41:01" C01/QDU555 2020-11-25-15.25.31.583000 400
01 "2020-11-25 15:41:01" C01/QDW838 2020-11-25-15.25.31.670000 400
01 "2020-11-25 15:41:01" C01/QDW838B 2020-11-25-15.25.31.751000 400
01 "2020-11-25 15:41:01" C01/QDW838D 2020-11-25-15.25.31.800000 400
01 "2020-11-25 15:41:01" C01/QEZ364 2020-11-25-15.25.31.945000 1100
01 "2020-11-25 15:41:01" C01/QEZ407 2020-11-25-15.25.32.142000 1100
01 "2020-11-25 15:41:01" C01/QEZ416 2020-11-25-15.25.32.246000 1100
01 "2020-11-25 15:41:01" C01/QEZ439 2020-11-25-15.25.32.555000 1100
01 "2020-11-25 15:41:01" C01/QEZ440 2020-11-25-15.25.32.754000 1100
01 "2020-11-25 15:41:01" C01/QEZ441 2020-11-25-15.25.33.074000 3000
01 "2020-11-25 15:41:01" C01/QEZ443 2020-11-25-15.25.33.362000 1100
01 "2020-11-25 15:41:01" C01/QEZ444 2020-11-25-15.25.33.586000 3000
01 "2020-11-25 15:41:01" C01/QEZ445 2020-11-25-15.25.33.704000 400
01 "2020-11-25 15:41:01" C01/QEZ446 2020-11-25-15.25.33.763000 900
01 "2020-11-25 15:41:01" C01/QEZ448 2020-11-25-15.25.33.877000 1100
01 "2020-11-25 15:41:01" C01/QEZ449 2020-11-25-15.25.33.971000 400
01 "2020-11-25 15:41:01" C01/QEZ452 2020-11-25-15.25.34.028000 1100
01 "2020-11-25 15:41:01" C01/QEZ455 2020-11-25-15.25.34.073000 1100
01 "2020-11-25 15:41:02" C01/QDU555A 2020-11-25-15.28.49.479000 400
01 "2020-11-25 15:41:02" C01/QEN065E 2020-11-25-15.28.49.631000 400
01 "2020-11-25 15:41:02" C01/QEZ340 2020-11-25-15.28.49.800000 1100
01 "2020-11-25 15:45:00" C01/QEZ342 2020-11-25-15.28.49.899000 400
01 "2020-11-25 15:41:02" C01/QEZ362 2020-11-25-15.28.50.196000 1100
01 "2020-11-25 15:41:02" C01/QEZ466 2020-11-25-15.28.50.344000 1100
01 "2020-11-25 15:41:02" C01/QEZ472 2020-11-25-15.28.50.436000 1100
01 "2020-11-25 15:41:02" C01/QEZ481 2020-11-25-15.28.50.492000 400
01 "2020-11-25 15:41:02" C01/QEZ481A 2020-11-25-15.28.50.547000 400
01 "2020-11-25 15:41:02" C01/QEZ500 2020-11-25-15.28.50.690000 1100
01 "2020-11-25 15:41:02" C01/QEZ503 2020-11-25-15.28.50.802000 400
01 "2020-11-25 15:41:02" C01/JZH609B 2020-11-25-15.32.06.308000 400
01 "2020-11-25 15:41:02" C01/QES497 2020-11-25-15.32.06.736000 400
01 "2020-11-25 15:41:02" C01/QEZ376 2020-11-25-15.32.06.888000 1100
01 "2020-11-25 15:41:02" C01/QEZ391 2020-11-25-15.32.06.974000 3000
01 "2020-11-25 15:41:02" C01/QEZ401 2020-11-25-15.32.07.065000 1100
01 "2020-11-25 15:41:02" C01/QEZ494 2020-11-25-15.32.07.148000 1100
01 "2020-11-25 15:41:02" C01/QEZ525 2020-11-25-15.32.07.191000 400
01 "2020-11-25 15:41:03" C01/QEZ531 2020-11-25-15.32.07.454000 400
01 "2020-11-25 15:41:03" C01/QEZ552 2020-11-25-15.32.07.495000 1100
01 "2020-11-25 15:41:03" C01/QEZ560 2020-11-25-15.32.07.593000 1100
01 "2020-11-25 15:41:03" C01/QEZ561 2020-11-25-15.32.07.789000 1100
01 "2020-11-25 15:41:03" C01/QEZ561A 2020-11-25-15.32.07.944000 400
01 "2020-11-25 15:41:03" C01/QEZ568 2020-11-25-15.32.08.122000 1100
01 "2020-11-25 15:41:03" C01/QEZ574 2020-11-25-15.32.08.239000 400
01 "2020-11-25 15:47:00" C01/NZM283I 2020-11-25-15.35.23.926000 400
01 "2020-11-25 15:47:00" C01/PDV042 2020-11-25-15.35.24.136000 400
01 "2020-11-25 15:47:00" C01/QDT311 2020-11-25-15.35.24.227000 400
01 "2020-11-25 15:47:00" C01/QEZ526 2020-11-25-15.35.24.499000 400
01 "2020-11-25 15:47:00" C01/QEZ527 2020-11-25-15.35.24.584000 400
01 "2020-11-25 15:47:00" C01/QEZ528 2020-11-25-15.35.24.658000 400
01 "2020-11-25 15:47:00" C01/QEZ600 2020-11-25-15.35.24.704000 1100
01 "2020-11-25 15:47:00" C01/QEZ601 2020-11-25-15.35.24.751000 400
01 "2020-11-25 15:47:00" C01/QEZ619 2020-11-25-15.35.24.879000 400
01 "2020-11-25 15:47:00" C01/QEZ619A 2020-11-25-15.35.24.954000 400
01 "2020-11-25 15:47:00" C01/QEZ626 2020-11-25-15.35.25.003000 400
01 "2020-11-25 15:47:00" C01/QEZ626A 2020-11-25-15.35.25.048000 400
01 "2020-11-25 15:47:00" C01/QEZ629 2020-11-25-15.35.25.099000 400
01 "2020-11-25 15:47:01" C01/QEZ635 2020-11-25-15.35.25.147000 1100
01 "2020-11-25 15:47:01" C01/QEZ645 2020-11-25-15.35.25.190000 1100
01 "2020-11-25 15:51:02" C01/HQM918 2020-11-25-15.38.40.590000 400
01 "2020-11-25 15:51:02" C01/NEV080 2020-11-25-15.38.40.745000 400
01 "2020-11-25 15:51:02" C01/NGZ475 2020-11-25-15.38.40.909000 400
01 "2020-11-25 15:51:02" C01/NZM283 2020-11-25-15.38.40.972000 400
01 "2020-11-25 15:51:02" C01/NZM283E 2020-11-25-15.38.41.083000 400
01 "2020-11-25 15:51:02" C01/PGV697 2020-11-25-15.38.41.137000 400
01 "2020-11-25 15:51:02" C01/QDX850 2020-11-25-15.38.41.557000 1100
01 "2020-11-25 15:51:02" C01/QEZ530 2020-11-25-15.38.41.751000 400
01 "2020-11-25 15:51:02" C01/QEZ648 2020-11-25-15.38.41.875000 1100
01 "2020-11-25 15:51:02" C01/QEZ657 2020-11-25-15.38.42.150000 1100
01 "2020-11-25 15:51:02" C01/QEZ657A 2020-11-25-15.38.42.261000 400
01 "2020-11-25 15:51:02" C01/QEZ659 2020-11-25-15.38.42.339000 1100
01 "2020-11-25 15:51:03" C01/QEZ674 2020-11-25-15.38.42.417000 400
01 "2020-11-25 15:51:03" C01/QEZ677 2020-11-25-15.38.42.463000 1100
01 "2020-11-25 15:51:03" C01/QEZ677A 2020-11-25-15.38.42.503000 400
01 "2020-11-25 15:51:03" C01/QEZ680 2020-11-25-15.38.42.540000 1100
01 "2020-11-25 15:51:03" C01/QEZ686 2020-11-25-15.38.42.652000 1100
01 "2020-11-25 15:56:00" C01/HTJ264A 2020-11-25-15.41.58.103000 400
01 "2020-11-25 15:56:00" C01/NZM283A 2020-11-25-15.41.58.242000 400
01 "2020-11-25 15:56:00" C01/NZM283B 2020-11-25-15.41.58.304000 400
01 "2020-11-25 15:56:00" C01/NZM283C 2020-11-25-15.41.58.448000 400
01 "2020-11-25 15:56:00" C01/NZM283D 2020-11-25-15.41.58.491000 400
01 "2020-11-25 15:56:00" C01/NZM283F 2020-11-25-15.41.58.580000 400
01 "2020-11-25 15:56:00" C01/NZM283G 2020-11-25-15.41.58.628000 400
01 "2020-11-25 15:56:00" C01/NZM283H 2020-11-25-15.41.58.675000 400
01 "2020-11-25 15:56:00" C01/NZM283J 2020-11-25-15.41.58.738000 400
01 "2020-11-25 15:56:01" C01/QEZ529 2020-11-25-15.41.59.716000 400
01 "2020-11-25 15:56:01" C01/QEZ631 2020-11-25-15.41.59.794000 900
01 "2020-11-25 15:56:01" C01/QEZ692 2020-11-25-15.41.59.854000 1100
01 "2020-11-25 15:56:01" C01/QEZ696 2020-11-25-15.41.59.993000 4000
01 "2020-11-25 15:56:01" C01/QEZ697 2020-11-25-15.42.00.149000 1100
01 "2020-11-25 15:56:01" C01/QEZ698 2020-11-25-15.42.00.303000 1100
01 "2020-11-25 15:56:01" C01/QEZ698A 2020-11-25-15.42.00.384000 400
01 "2020-11-25 15:56:01" C01/QEZ700 2020-11-25-15.42.00.471000 1100
01 "2020-11-25 15:56:01" C01/QEZ701 2020-11-25-15.42.00.579000 400
01 "2020-11-25 15:56:01" C01/QEZ701A 2020-11-25-15.42.00.626000 400
01 "2020-11-25 15:56:01" C01/QEZ702 2020-11-25-15.42.00.676000 400
01 "2020-11-25 15:56:01" C01/QEZ703 2020-11-25-15.42.00.731000 400
01 "2020-11-25 15:56:01" C01/QEZ704 2020-11-25-15.42.00.815000 1100
01 "2020-11-25 15:56:01" C01/QEZ704A 2020-11-25-15.42.00.900000 400
01 "2020-11-25 15:56:01" C01/QEZ706 2020-11-25-15.42.00.974000 1100
01 "2020-11-25 15:56:01" C01/QEZ724 2020-11-25-15.42.01.062000 1100
01 "2020-11-25 15:56:01" C01/QEZ729 2020-11-25-15.42.01.101000 900
01 "2020-11-25 15:56:01" C01/QEZ730 2020-11-25-15.42.01.146000 400
01 "2020-11-25 15:56:02" C01/PQA781B 2020-11-25-15.45.16.580000 400
01 "2020-11-25 15:56:02" C01/QEZ751 2020-11-25-15.45.16.797000 400
01 "2020-11-25 15:56:02" C01/QEZ752 2020-11-25-15.45.16.861000 1100
01 "2020-11-25 15:56:02" C01/QEZ754 2020-11-25-15.45.17.072000 1100
01 "2020-11-25 15:56:02" C01/QEZ755A 2020-11-25-15.45.17.235000 1100
01 "2020-11-25 15:56:02" C01/QEZ762 2020-11-25-15.45.17.343000 1100
01 "2020-11-25 15:56:02" C01/QEZ763 2020-11-25-15.45.17.380000 900
01 "2020-11-25 15:56:02" C01/QEZ768 2020-11-25-15.45.17.425000 400
01 "2020-11-25 15:56:02" C01/QEZ777 2020-11-25-15.45.17.510000 1100
01 "2020-11-25 15:56:02" C01/QEZ778 2020-11-25-15.45.17.696000 1100
01 "2020-11-25 15:56:02" C01/QEZ787 2020-11-25-15.45.17.821000 1100
01 "2020-11-25 15:56:02" C01/QEZ790 2020-11-25-15.45.17.901000 1100
01 "2020-11-25 15:56:01" C01/NCK091B 2020-11-25-15.48.33.505000 400
01 "2020-11-25 15:56:02" C01/NKP823 2020-11-25-15.48.33.607000 400
01 "2020-11-25 15:56:02" C01/NTS088 2020-11-25-15.48.33.675000 400
01 "2020-11-25 15:56:02" C01/PTU523 2020-11-25-15.48.33.916000 400
01 "2020-11-25 15:56:02" C01/PTU680 2020-11-25-15.48.33.993000 400
01 "2020-11-25 15:56:02" C01/QCM291 2020-11-25-15.48.34.336000 400
01 "2020-11-25 15:56:02" C01/QEY575 2020-11-25-15.48.34.731000 400
01 "2020-11-25 15:56:02" C01/QEZ794 2020-11-25-15.48.34.827000 1100
01 "2020-11-25 15:56:02" C01/QEZ798 2020-11-25-15.48.34.917000 1100
01 "2020-11-25 15:56:03" C01/QEZ801 2020-11-25-15.48.35.020000 1100
01 "2020-11-25 15:56:03" C01/QEZ807 2020-11-25-15.48.35.126000 1100
01 "2020-11-25 15:56:03" C01/QEZ808 2020-11-25-15.48.35.227000 1100
01 "2020-11-25 15:56:03" C01/QEZ823 2020-11-25-15.48.35.323000 1100
01 "2020-11-25 15:56:03" C01/QEZ824 2020-11-25-15.48.35.363000 1100
01 "2020-11-25 15:56:03" C01/QEZ830 2020-11-25-15.48.35.509000 1100
01 "2020-11-25 15:56:03" C01/QEZ834 2020-11-25-15.48.35.702000 1100
01 "2020-11-25 15:56:03" C01/QEZ835 2020-11-25-15.48.35.902000 3000
01 "2020-11-25 15:56:03" C01/QEZ835A 2020-11-25-15.48.36.006000 400
01 "2020-11-25 15:56:03" C01/QEZ837 2020-11-25-15.48.36.452000 1100
01 "2020-11-25 15:56:03" C01/QEZ840 2020-11-25-15.48.36.690000 1100
01 "2020-11-25 16:01:00" C01/QBA801 2020-11-25-15.51.52.204000 1100
01 "2020-11-25 16:01:00" C01/QBA801C 2020-11-25-15.51.52.324000 1100
01 "2020-11-25 16:01:01" C01/QEZ839 2020-11-25-15.51.53.011000 1100
01 "2020-11-25 16:01:01" C01/QEZ843 2020-11-25-15.51.53.178000 1100
01 "2020-11-25 16:01:01" C01/QEZ843A 2020-11-25-15.51.53.303000 3000
